20180;53683;1948;19;;
20181;52510;1952;36;;
20182;33101;1912;30;;
20183;56338;1952;30;;
20184;27870;1952;22;;
20185;48048;2000;21;;
20186;47890;1996;28;;
20187;84508;1928;56;;
20188;38395;1948;0;;
20189;69579;1924;0;;
20190;27949;1908;37;;
20191;78170;1960;30;;
20192;70082;1992;27;;
20193;84594;2000;24;182.0;79.0
20194;45212;1924;33;;
20195;4124;1992;30;;
20196;10455;1948;23;;
20197;55925;1928;27;;
20198;54611;1952;29;;
20199;64297;1912;26;;
20200;15737;1928;33;;
20201;50436;1928;0;;
20202;42528;1924;24;;
20203;7595;1996;22;179.0;67.0
20204;61593;1920;61;;
20205;90753;1952;34;;
20206;47767;1908;34;;
20207;58379;1964;31;;
20208;30827;1996;30;;
20209;79486;2016;27;;
20210;9611;1920;0;;
20211;60743;2008;19;;
20212;60658;1908;0;;
20213;76295;1948;46;;
20214;6280;1980;0;;
20215;99336;1972;27;;
20216;83792;1924;27;;
20217;22634;1920;25;;
20218;99066;1948;25;;
20219;88969;1948;27;;
20220;66722;1992;30;;
20221;71571;1956;0;;
20222;54629;1924;27;;
20223;24461;1936;48;;
20224;97107;1932;0;;
20225;64600;1980;0;;
20226;70365;1924;31;;
20227;97620;1948;0;;
20228;99747;1924;31;;
20229;44437;1908;25;;
20230;99788;1912;23;;
20231;83894;1920;0;;
20232;63912;1908;17;;
20233;33343;1992;20;;
20234;18502;2000;21;;
20235;38518;1952;21;;
20236;13313;1928;0;;
20237;6944;1920;35;;
20238;51102;1912;25;;
20239;20186;1952;20;;
20240;93965;1924;25;;
20241;51014;1912;32;;
20242;85499;1920;26;;
20243;28812;1920;0;;
20244;8764;1948;29;;
20245;36029;1928;24;;
20246;39940;1976;19;;
20247;46363;1920;0;;
20248;69679;1936;21;;
20249;17049;1936;33;;
20250;47873;1964;24;;
20251;30522;1924;45;;
20252;83802;1936;16;;
20253;95012;1924;23;;
20254;56344;1984;14;;
20255;59444;1912;32;;
20256;69555;1924;27;;
20257;91348;1948;23;;
20258;92683;1936;40;;
20259;91790;1920;25;;
20260;74767;1952;32;;
20261;100130;1948;0;;
20262;64703;1948;42;;
20263;95055;1924;35;;
20264;658;1908;28;;
20265;41453;1948;25;;
20266;10325;1928;0;;
20267;32768;1964;20;;
20268;59456;1952;0;;
20269;53466;1952;20;;
20270;21332;1948;30;;
20271;18065;1908;0;;
20272;31270;1924;25;;
20273;9257;1912;24;;
20274;29018;1952;46;;
20275;58422;1952;26;;
20276;7838;1912;37;;
20277;73017;1912;21;;
20278;9682;1948;28;;
20279;91171;1908;36;;
20280;30631;1948;27;;
20281;72187;1936;21;;
20282;41075;1948;53;;
20283;515;1992;24;;
20284;25160;1992;37;;
20285;78189;1952;22;;
20286;51632;1960;40;;
20287;58544;1908;0;;
20288;35275;1928;29;;
20289;10708;1924;20;;
20290;73095;1952;0;;
20291;81156;1904;34;;
20292;18815;1948;26;;
20293;44928;1984;20;;
20294;39514;1936;27;;
20295;93009;1936;45;;
20296;97923;1932;49;;
20297;32694;1920;52;;
20298;93199;1908;0;;
20299;58530;1948;20;;
20300;46336;1932;19;;
20301;16788;1936;19;;
20302;59499;1928;18;;
